timestamp,instance_id,budget_s,run_idx,horizon_days,shift_hours,shift_fte,success,error_message,makespan_days,runtime_ms,best_bound_days,internal_gap,proved_optimal
2026-05-24T10:43:28,MOD_C,0.1,1,30,14,6,Y,,5,86,5,0.0,Y
2026-05-24T10:43:28,MOD_C,1.0,1,30,14,6,Y,,5,83,5,0.0,Y
2026-05-24T10:43:28,MOD_C,10.0,1,30,14,6,Y,,5,72,5,0.0,Y
2026-05-24T10:43:28,MOD_C,60.0,1,30,14,6,Y,,5,63,5,0.0,Y
2026-05-24T10:43:28,MOD_C,600.0,1,30,14,6,Y,,5,62,5,0.0,Y
